date,pm25
12/7/2025,13.43086914
13/7/2025,7.823444444
14/7/2025,11.93571214
15/7/2025,9.436861111
16/7/2025,5.245
17/7/2025,10.27594265
18/7/2025,17.64751058
19/7/2025,26.25548611
20/7/2025,27.15317472
21/7/2025,18.37138696
22/7/2025,20.63669614
23/7/2025,27.65312331
24/7/2025,25.46643229
25/7/2025,16.84918129
26/7/2025,20.35219731
28/7/2025,11.25930652
29/7/2025,21.39370956
30/7/2025,11.16800944
31/7/2025,16.06273549
1/8/2025,21.8632871
2/8/2025,16.66651594
3/8/2025,18.8
4/8/2025,8.154333333
5/8/2025,4.84290401
6/8/2025,9.129472503
7/8/2025,9.323620813
8/8/2025,21.05187751
9/8/2025,10.81978112
10/8/2025,10.25719916
11/8/2025,6.260547476
12/8/2025,6.642037471
13/8/2025,8.883586041
14/8/2025,8.015652504
15/8/2025,7.296208333
16/8/2025,9.804464516
17/8/2025,17.17559197
18/8/2025,12.79606648
19/8/2025,8.924951311
20/8/2025,19.65504144
21/8/2025,10.76026027
22/8/2025,9.692179386
23/8/2025,15.41231623
24/8/2025,3.667592339
25/8/2025,7.732270498
26/8/2025,10.34437216
27/8/2025,12.50794444
28/8/2025,7.38804
29/8/2025,5.674177419
30/8/2025,9.20401662
31/8/2025,8.334930394
1/9/2025,5.820865562
2/9/2025,4.672617729
3/9/2025,4.109878893
4/9/2025,4.463467406
5/9/2025,5.358891967
21/9/2025,4.595447284
22/9/2025,15.43412316
23/9/2025,16.29013503
24/9/2025,18.72806071
25/9/2025,14.10279167
26/9/2025,13.64588496
27/9/2025,9.983152778
28/9/2025,9.301090147
29/9/2025,12.60466488
30/9/2025,3.375984556
1/10/2025,7.011909651
2/10/2025,7.201963602
3/10/2025,13.68561111
4/10/2025,3.590630942
5/10/2025,5.879783951
6/10/2025,4.865472973
7/10/2025,6.741145833
8/10/2025,7.442305556
9/10/2025,8.513763889
10/10/2025,3.283708333
11/10/2025,4.086995885
12/10/2025,9.182746988
13/10/2025,10.76763285
14/10/2025,9.686210191
15/10/2025,13.3332021
16/10/2025,12.5410957
17/10/2025,2.856123288
18/10/2025,7.120752533
19/10/2025,9.109506259
20/10/2025,12.63754167
21/10/2025,5.445736111
22/10/2025,5.966584116
23/10/2025,9.91359633
24/10/2025,9.871718593
25/10/2025,5.081297405
26/10/2025,5.308694444
27/10/2025,11.94573611
28/10/2025,9.042021978
29/10/2025,11.23134722
30/10/2025,12.75570259
31/10/2025,9.73092579
1/11/2025,15.37516367
2/11/2025,6.961710914
3/11/2025,3.564279113
4/11/2025,5.379208333
5/11/2025,13.56736181
6/11/2025,12.46279234
7/11/2025,6.596071429
8/11/2025,4.659053926
9/11/2025,6.015890937
10/11/2025,12.23794444
11/11/2025,12.34409722
12/11/2025,28.86801389
13/11/2025,11.42323223
14/11/2025,10.40473611
15/11/2025,8.669888889
16/11/2025,10.41548611
17/11/2025,10.78756944
18/11/2025,10.63277393
19/11/2025,4.359013981
20/11/2025,6.51298151
21/11/2025,2.367
22/11/2025,9.520401662
23/11/2025,15.03028789
24/11/2025,20.27438889
25/11/2025,13.86018149
26/11/2025,27.42522222
27/11/2025,20.29819444
28/11/2025,16.01346154
29/11/2025,8.774722222
30/11/2025,13.68756944
1/12/2025,21.04801462
2/12/2025,20.88486081
3/12/2025,29.84283333
4/12/2025,27.956
5/12/2025,19.30272222
6/12/2025,16.1561171
7/12/2025,12.36033511
8/12/2025,9.760130641
14/12/2025,18.35220833
15/12/2025,21.13706944
16/12/2025,16.69036111
17/12/2025,17.01420833
18/12/2025,15.16602089
19/12/2025,13.0877509
20/12/2025,9.873503376
21/12/2025,16.40157967
22/12/2025,19.10793056
23/12/2025,21.05818056
24/12/2025,17.07454167
25/12/2025,9.822847222
26/12/2025,6.172833333
27/12/2025,21.04969444
28/12/2025,14.69213889
29/12/2025,13.7764
30/12/2025,12.74461111
31/12/2025,17.33429167
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
